date,vol,return,return_lag1,return_lag2,dist_to_ma5,macd_hist,bb_pb,bb_bandwidth,rsi,label,rolling_volatility
2025-08-12,0.044180000000000004,0.0,-0.01518602885345477,0.011520737327189057,-0.011131442512961165,-0.1941317951864851,0.3083211117830514,0.23801150531237505,33.839479392624725,0,1.2765089114592578
2025-08-13,0.019510000000000003,0.0,0.0,-0.01518602885345477,-0.0038402457757296116,-0.18290031382696337,0.29525305006971375,0.2303539409961903,37.77239709443099,0,1.2765089114592578
2025-08-14,0.00846,0.0,0.0,0.0,-0.003074558032282959,-0.16953279951762906,0.31298937798365456,0.21335326274419794,40.206185567010316,0,1.1765180311533396
2025-08-17,0.01595,0.0,0.0,0.0,0.0,-0.15514080878299397,0.3315925789285595,0.19975399493319526,40.206185567010316,0,1.0270244805945066
2025-08-18,0.03102,-0.010794140323824308,0.0,0.0,-0.008653994745789095,-0.14944202365783088,0.30030157584007583,0.20081155311793542,47.27272727272727,0,1.0225821915079087
2025-08-19,0.01262,0.0,-0.010794140323824308,0.0,-0.006504568685148038,-0.1402156295909599,0.2807516439526342,0.1390696852358359,51.14754098360656,1,1.012610721939673
2025-08-20,0.8469800000000001,0.19953234606391268,0.0,-0.010794140323824308,0.1486789072995971,0.03443093775231629,1.361403892878783,0.18444952882402757,72.9090909090909,0,1.0314792123020067
2025-08-21,0.46429000000000004,-0.09226770630279402,0.19953234606391268,0.0,0.02735696425944978,0.04953162626793178,0.7821709184452016,0.18427639513366828,52.05930807248764,0,1.0468338216460946
2025-08-24,0.12051,-0.01145311381531855,-0.09226770630279402,0.19953234606391268,0.0031962806915588615,0.044137809621760504,0.7139800282906144,0.18523054938535438,54.76603119584056,1,1.034048912420367
2025-08-25,0.0852,0.015930485155684293,-0.01145311381531855,-0.09226770630279402,0.0017135513351420606,0.05033130022060106,0.7902478542819387,0.18951459208292173,58.987783595113434,0,1.0320396640489462
2025-08-26,0.11702,-0.052031361368495954,0.015930485155684293,-0.01145311381531855,-0.05673758865248224,0.0027213216647601624,0.49481164206555095,0.1882077447787197,48.75207986688853,0,1.0406102189025104
2025-08-27,0.0798,-0.011278195488721776,-0.052031361368495954,0.015930485155684293,-0.036771169059478526,-0.039107792691461696,0.42572044048465063,0.18428159256102583,51.134380453752186,0,1.0378091669570682
2025-08-28,0.06146,0.0007604562737641984,-0.011278195488721776,-0.052031361368495954,-0.024462564862861358,-0.06482086128636083,0.4228688010571106,0.18164684702102996,49.910554561717355,0,0.8554999686244573
2025-08-31,0.12443000000000001,-0.016717325227963542,0.0007604562737641984,-0.011278195488721776,-0.02823670772003606,-0.09361510589645713,0.34816997743936584,0.182128273178814,49.73262032085561,0,0.8548788470760013
